id,campaign_id,metric_date,impressions,clicks,spend,conversions,revenue,likes,shares,saves,comments_count,video_views,profile_visits,created_at
21,fa_camp_0002,2025-06-12,3283,359,98.39,19,15981.54,721,19,7,0,0,133,2025-06-15T21:28:03.482046
22,fa_camp_0002,2025-06-13,5354,183,81.95,38,12897.87,352,27,19,0,0,101,2025-06-15T21:28:03.482052
23,fa_camp_0002,2025-06-14,3627,343,208.28,43,13909.3,585,35,15,0,0,96,2025-06-15T21:28:03.482058
24,fa_camp_0002,2025-06-15,5160,298,178.07,22,18375.38,691,40,5,0,0,128,2025-06-15T21:28:03.482064
25,fa_camp_0002,2025-06-16,3846,236,170.64,39,19676.14,326,17,16,0,0,107,2025-06-15T21:28:03.482070
26,fa_camp_0002,2025-06-17,7146,386,117.64,15,7844.67,474,42,11,0,0,118,2025-06-15T21:28:03.482077
27,fa_camp_0002,2025-06-18,3420,361,213.84,49,15729.11,810,16,22,0,0,127,2025-06-15T21:28:03.482083
28,fa_camp_0002,2025-06-19,3976,358,227.45,20,16610.89,452,13,12,0,0,74,2025-06-15T21:28:03.482089
29,fa_camp_0003,2025-05-22,6585,417,131.45,15,1895.37,499,33,29,0,2186,161,2025-06-15T21:28:03.482106
30,fa_camp_0003,2025-05-23,5292,504,134.29,12,710.51,369,37,6,0,1184,64,2025-06-15T21:28:03.482114
31,fa_camp_0003,2025-05-24,7000,456,116.3,19,696.19,630,30,9,0,1563,142,2025-06-15T21:28:03.482120
32,fa_camp_0003,2025-05-25,4916,543,108.53,7,489.35,628,14,32,0,1619,63,2025-06-15T21:28:03.482127
33,fa_camp_0003,2025-05-26,7695,388,140.74,10,1723.01,606,23,14,0,1496,123,2025-06-15T21:28:03.482133
34,fa_camp_0003,2025-05-27,6239,545,53.13,16,481.87,253,36,23,0,2917,151,2025-06-15T21:28:03.482140
35,fa_camp_0003,2025-05-28,4232,458,68.32,6,517.62,474,28,6,0,1853,95,2025-06-15T21:28:03.482147
36,fa_camp_0003,2025-05-29,6855,381,130.77,7,2056.48,728,28,29,0,2397,112,2025-06-15T21:28:03.482157
37,fa_camp_0003,2025-05-30,7384,581,131.64,7,692.6,456,26,16,0,1889,145,2025-06-15T21:28:03.482164
38,fa_camp_0003,2025-05-31,7689,301,122.99,12,961.56,361,10,23,0,2520,89,2025-06-15T21:28:03.482170
39,fa_camp_0003,2025-06-01,3476,546,68.25,9,1488.99,396,36,19,0,2626,138,2025-06-15T21:28:03.482177
40,fa_camp_0003,2025-06-02,6491,389,92.32,6,1649.8,419,7,31,0,1615,104,2025-06-15T21:28:03.482183
41,fa_camp_0003,2025-06-03,5695,248,128.37,5,1187.18,680,34,21,0,2993,149,2025-06-15T21:28:03.482189
42,fa_camp_0003,2025-06-04,7053,237,113.38,9,1026.81,546,30,12,0,2793,161,2025-06-15T21:28:03.482196
43,fa_camp_0004,2025-04-27,579,18,199.18,0,168.93,170,5,8,0,0,5,2025-06-15T21:28:03.482210
44,fa_camp_0004,2025-04-28,1616,11,323.5,0,170.64,166,6,2,0,0,5,2025-06-15T21:28:03.482216
45,fa_camp_0004,2025-04-29,1595,11,179.15,0,107.98,163,6,9,0,0,2,2025-06-15T21:28:03.482223
46,fa_camp_0004,2025-04-30,651,9,279.18,0,87.96,167,1,7,0,0,3,2025-06-15T21:28:03.482229
47,fa_camp_0004,2025-05-01,1602,14,286.05,0,196.15,180,6,9,0,0,3,2025-06-15T21:28:03.482235
48,fa_camp_0004,2025-05-02,1062,9,337.32,0,198.22,169,4,5,0,0,1,2025-06-15T21:28:03.482241
49,fa_camp_0004,2025-05-03,1292,18,181.52,0,214.68,142,8,6,0,0,5,2025-06-15T21:28:03.482247
50,fa_camp_0004,2025-05-04,1015,12,168.33,0,75.33,135,4,5,0,0,2,2025-06-15T21:28:03.482253
51,fa_camp_0004,2025-05-05,604,12,139.86,0,114.02,90,7,6,0,0,4,2025-06-15T21:28:03.482259
52,fa_camp_0004,2025-05-06,672,15,339.77,0,220.64,111,8,2,0,0,4,2025-06-15T21:28:03.482307
53,fa_camp_0004,2025-05-07,1094,12,378.04,0,99.18,78,2,4,0,0,5,2025-06-15T21:28:03.482314
54,fa_camp_0004,2025-05-08,1382,9,253.51,0,65.55,63,2,2,0,0,4,2025-06-15T21:28:03.482355
55,fa_camp_0004,2025-05-09,1542,16,317.57,0,125.61,84,5,3,0,0,3,2025-06-15T21:28:03.482362
56,fa_camp_0004,2025-05-10,632,16,209.06,0,47.3,163,5,7,0,0,4,2025-06-15T21:28:03.482368
57,fa_camp_0005,2025-05-25,2860,54,174.59,4,1455.29,143,10,9,0,0,37,2025-06-15T21:28:03.482384
58,fa_camp_0005,2025-05-26,1365,95,112.38,5,1329.16,218,9,10,0,0,22,2025-06-15T21:28:03.482391
59,fa_camp_0005,2025-05-27,3388,142,192.33,2,1029.29,138,16,14,0,0,21,2025-06-15T21:28:03.482397
60,fa_camp_0005,2025-05-28,2958,80,129.78,4,1634.58,205,8,7,0,0,23,2025-06-15T21:28:03.482404
61,fa_camp_0005,2025-05-29,3025,120,192.72,2,1644.59,120,18,9,0,0,23,2025-06-15T21:28:03.482410
62,fa_camp_0005,2025-05-30,1699,74,166.31,1,1704.84,88,5,9,0,0,28,2025-06-15T21:28:03.482416
63,fa_camp_0005,2025-05-31,2765,59,152.99,2,742.49,222,7,13,0,0,30,2025-06-15T21:28:03.482422
64,fa_camp_0005,2025-06-01,2275,75,99.67,1,1905.95,181,11,5,0,0,43,2025-06-15T21:28:03.482428
65,fa_camp_0005,2025-06-02,2182,112,89.88,2,1109.17,180,6,5,0,0,18,2025-06-15T21:28:03.482435
66,fa_camp_0005,2025-06-03,3370,119,153.88,2,558.25,94,16,3,0,0,15,2025-06-15T21:28:03.482441
67,fa_camp_0005,2025-06-04,2407,106,129.12,2,1574.39,229,7,9,0,0,39,2025-06-15T21:28:03.482447
68,fa_camp_0005,2025-06-05,3102,84,137.43,2,1573.43,185,16,8,0,0,40,2025-06-15T21:28:03.482453
69,fa_camp_0005,2025-06-06,1498,133,101.23,1,1410.31,246,10,14,0,0,27,2025-06-15T21:28:03.482459
70,fa_camp_0005,2025-06-07,2242,61,135.63,2,1210.28,253,7,11,0,0,23,2025-06-15T21:28:03.482466
71,fa_camp_0006,2025-04-14,1633,144,236.86,21,1641.12,235,2,2,0,595,31,2025-06-15T21:28:03.482478
72,fa_camp_0006,2025-04-15,2502,66,304.41,18,4780.06,262,7,11,0,967,47,2025-06-15T21:28:03.482485
73,fa_camp_0006,2025-04-16,2901,107,148.71,14,5007.83,321,7,6,0,577,50,2025-06-15T21:28:03.482491
74,fa_camp_0006,2025-04-17,2166,114,245.74,14,2208.17,225,2,7,0,466,25,2025-06-15T21:28:03.482498
75,fa_camp_0006,2025-04-18,1046,92,240.95,16,3557.88,223,5,7,0,1120,31,2025-06-15T21:28:03.482504
76,fa_camp_0006,2025-04-19,2304,101,269.79,16,4099.85,202,7,7,0,792,43,2025-06-15T21:28:03.482513
77,fa_camp_0006,2025-04-20,2908,129,176.21,15,3722.52,126,9,11,0,988,19,2025-06-15T21:28:03.482520
78,fa_camp_0006,2025-04-21,2703,135,327.51,15,1948.85,206,5,10,0,701,25,2025-06-15T21:28:03.482527
79,fa_camp_0006,2025-04-22,2424,164,293.57,10,4575.83,336,9,2,0,551,23,2025-06-15T21:28:03.482533
80,fa_camp_0006,2025-04-23,1152,71,279.2,17,1963.58,246,11,2,0,545,20,2025-06-15T21:28:03.482540
81,fa_camp_0006,2025-04-24,1276,167,162.4,14,3568.5,371,9,11,0,541,23,2025-06-15T21:28:03.482546
82,fa_camp_0006,2025-04-25,2644,100,216.45,18,5870.59,174,11,9,0,1153,49,2025-06-15T21:28:03.482552
83,fa_camp_0006,2025-04-26,2945,67,319.61,18,5460.4,194,8,10,0,714,18,2025-06-15T21:28:03.482559
84,fa_camp_0006,2025-04-27,1732,141,179.26,17,3779.79,220,9,7,0,633,33,2025-06-15T21:28:03.482565
85,fa_camp_0007,2025-05-16,2743,112,299.9,2,2401.78,114,19,12,0,666,47,2025-06-15T21:28:03.482577
86,fa_camp_0007,2025-05-17,3739,146,295.04,8,1122.84,185,19,11,0,1426,29,2025-06-15T21:28:03.482584
87,fa_camp_0007,2025-05-18,3861,97,205.26,4,4208.99,142,8,15,0,1004,42,2025-06-15T21:28:03.482590
88,fa_camp_0007,2025-05-19,3968,85,225.24,2,3838.06,177,21,13,0,1386,40,2025-06-15T21:28:03.482596
89,fa_camp_0007,2025-05-20,4152,142,176.02,2,3092.01,260,19,9,0,1328,51,2025-06-15T21:28:03.482603
90,fa_camp_0007,2025-05-21,2794,156,214.66,7,4080.93,230,24,7,0,1665,61,2025-06-15T21:28:03.482609
91,fa_camp_0007,2025-05-22,3489,147,295.19,6,2679.08,185,21,6,0,1377,24,2025-06-15T21:28:03.482615
92,fa_camp_0007,2025-05-23,2159,101,268.24,8,4085.3,139,25,14,0,677,55,2025-06-15T21:28:03.482621
93,fa_camp_0007,2025-05-24,4283,101,235.8,3,894.88,265,9,5,0,1557,39,2025-06-15T21:28:03.482628
94,fa_camp_0007,2025-05-25,2063,192,188.2,6,3923.27,181,27,14,0,1152,61,2025-06-15T21:28:03.482637
95,fa_camp_0007,2025-05-26,2059,88,177.63,3,3477.83,204,7,4,0,1507,23,2025-06-15T21:28:03.482644
96,fa_camp_0007,2025-05-27,2465,76,280.82,9,2856.89,108,24,9,0,1116,29,2025-06-15T21:28:03.482650
97,fa_camp_0007,2025-05-28,4416,161,258.86,4,1699.27,273,24,11,0,1161,27,2025-06-15T21:28:03.482656
98,fa_camp_0007,2025-05-29,3324,154,313.48,9,4081.16,251,19,3,0,1234,21,2025-06-15T21:28:03.482662
99,fa_camp_0008,2025-03-31,6119,369,196.63,44,2969.65,561,18,36,0,0,165,2025-06-15T21:28:03.482674
100,fa_camp_0008,2025-04-01,4344,632,381.24,53,1730.23,572,43,37,0,0,176,2025-06-15T21:28:03.482681
101,fa_camp_0008,2025-04-02,7946,272,218.46,13,883.85,770,53,59,0,0,83,2025-06-15T21:28:03.482687
102,fa_camp_0008,2025-04-03,5338,505,393.27,24,2190.78,389,33,42,0,0,176,2025-06-15T21:28:03.482693
103,fa_camp_0008,2025-04-04,9846,537,322.86,57,3622.08,558,44,42,0,0,160,2025-06-15T21:28:03.482700
104,fa_camp_0008,2025-04-05,8836,494,153.41,63,2708.71,730,27,19,0,0,85,2025-06-15T21:28:03.482706
105,fa_camp_0008,2025-04-06,7741,435,282.26,51,2781.68,829,83,54,0,0,164,2025-06-15T21:28:03.482712
106,fa_camp_0008,2025-04-07,3752,542,181.13,38,3137.52,753,16,65,0,0,143,2025-06-15T21:28:03.482718
107,fa_camp_0008,2025-04-08,5474,438,158.76,13,2575.45,549,81,54,0,0,77,2025-06-15T21:28:03.482724
108,fa_camp_0008,2025-04-09,5054,485,151.1,43,1876.98,313,74,14,0,0,86,2025-06-15T21:28:03.482730
109,fa_camp_0008,2025-04-10,7437,350,338.54,37,691.25,505,40,23,0,0,182,2025-06-15T21:28:03.482737
110,fa_camp_0008,2025-04-11,5817,285,380.97,47,1413.34,678,60,21,0,0,171,2025-06-15T21:28:03.482743
111,fa_camp_0008,2025-04-12,6636,288,173.95,65,2228.44,337,17,17,0,0,112,2025-06-15T21:28:03.482750
112,fa_camp_0008,2025-04-13,4637,527,187.21,25,3582.5,308,84,51,0,0,168,2025-06-15T21:28:03.482756
113,fa_camp_0009,2025-03-18,4651,122,186.75,10,2310.35,180,23,14,0,1259,48,2025-06-15T21:28:03.482768
114,fa_camp_0009,2025-03-19,4300,185,134.95,11,3222.1,158,31,19,0,1628,79,2025-06-15T21:28:03.482775
115,fa_camp_0009,2025-03-20,3449,143,237.98,7,4726.89,171,20,6,0,1477,49,2025-06-15T21:28:03.482781
116,fa_camp_0009,2025-03-21,3777,256,270.22,5,3829.41,340,33,8,0,1322,29,2025-06-15T21:28:03.482789
117,fa_camp_0009,2025-03-22,4041,250,284.37,8,2806.19,311,10,13,0,1028,41,2025-06-15T21:28:03.482796
118,fa_camp_0009,2025-03-23,3643,154,274.17,10,1091.2,204,27,4,0,1178,38,2025-06-15T21:28:03.482802
119,fa_camp_0009,2025-03-24,2113,238,138.91,14,2319.82,316,30,14,0,1822,62,2025-06-15T21:28:03.482809
120,fa_camp_0009,2025-03-25,2866,197,307.71,14,2164.11,352,8,4,0,949,34,2025-06-15T21:28:03.482815
121,fa_camp_0009,2025-03-26,4317,247,218.96,12,1791.01,181,15,13,0,1649,73,2025-06-15T21:28:03.482822
122,fa_camp_0009,2025-03-27,4616,249,132.14,14,4081.96,277,28,14,0,1808,40,2025-06-15T21:28:03.482828
123,fa_camp_0009,2025-03-28,1898,174,109.82,2,2456.47,361,9,12,0,1294,56,2025-06-15T21:28:03.482834
124,fa_camp_0009,2025-03-29,3765,133,241.99,4,3008.71,362,30,14,0,1115,38,2025-06-15T21:28:03.482841
125,fa_camp_0009,2025-03-30,3150,125,261.52,6,1964.55,230,38,17,0,926,55,2025-06-15T21:28:03.482848
126,fa_camp_0009,2025-03-31,3154,251,165.47,8,4876.57,185,35,5,0,857,28,2025-06-15T21:28:03.482854
127,fa_camp_0010,2025-05-17,4574,35,43.55,5,2127.3,372,31,10,0,0,14,2025-06-15T21:28:03.482866
128,fa_camp_0010,2025-05-18,3934,36,35.25,2,1213.12,324,13,12,0,0,20,2025-06-15T21:28:03.482872
129,fa_camp_0010,2025-05-19,3054,87,15.14,5,794.51,527,22,6,0,0,25,2025-06-15T21:28:03.482878
130,fa_camp_0010,2025-05-20,5156,83,20.06,3,1005.51,231,32,13,0,0,20,2025-06-15T21:28:03.482884
131,fa_camp_0010,2025-05-21,4652,57,43.52,6,3122.43,545,16,7,0,0,10,2025-06-15T21:28:03.482891
132,fa_camp_0010,2025-05-22,3092,95,41.33,6,1640.52,262,31,7,0,0,11,2025-06-15T21:28:03.482897
133,fa_camp_0010,2025-05-23,3100,71,26.3,3,2631.66,226,32,14,0,0,23,2025-06-15T21:28:03.482903
134,fa_camp_0010,2025-05-24,3862,58,27.51,4,1607.09,546,10,21,0,0,22,2025-06-15T21:28:03.482909
135,fa_camp_0010,2025-05-25,1989,60,29.7,3,2666.19,210,21,10,0,0,23,2025-06-15T21:28:03.482915
136,fa_camp_0010,2025-05-26,5083,97,33.66,2,989.87,311,13,14,0,0,17,2025-06-15T21:28:03.482921
137,fa_camp_0010,2025-05-27,3467,42,36.58,3,3105.61,276,15,21,0,0,23,2025-06-15T21:28:03.482927
138,fa_camp_0010,2025-05-28,4141,39,29.99,7,1121.93,373,25,12,0,0,22,2025-06-15T21:28:03.482933
139,fa_camp_0010,2025-05-29,4958,65,36.16,7,1435.08,253,29,16,0,0,27,2025-06-15T21:28:03.482939
140,fa_camp_0010,2025-05-30,2500,42,42.03,5,3365.96,555,27,10,0,0,21,2025-06-15T21:28:03.482945
141,fa_camp_0011,2025-05-29,4220,42,20.55,5,5227.99,368,15,5,0,0,19,2025-06-15T21:28:03.482956
142,fa_camp_0011,2025-05-30,2074,33,29.07,12,4928.78,273,5,6,0,0,8,2025-06-15T21:28:03.482963
143,fa_camp_0011,2025-05-31,3664,33,24.3,9,2951.32,197,25,3,0,0,14,2025-06-15T21:28:03.482969
144,fa_camp_0011,2025-06-01,2660,81,29.31,5,1763.07,381,21,3,0,0,9,2025-06-15T21:28:03.482975
145,fa_camp_0011,2025-06-02,3105,62,21.72,9,5361.82,158,8,6,0,0,20,2025-06-15T21:28:03.482981
146,fa_camp_0011,2025-06-03,1969,51,21.08,3,2573.43,251,6,10,0,0,16,2025-06-15T21:28:03.482987
147,fa_camp_0011,2025-06-04,2132,35,22.63,10,5428.13,338,22,6,0,0,12,2025-06-15T21:28:03.482993
148,fa_camp_0011,2025-06-05,2188,52,14.28,5,1541.28,404,10,9,0,0,16,2025-06-15T21:28:03.482999
149,fa_camp_0011,2025-06-06,3559,78,17.13,10,5296.09,345,11,2,0,0,10,2025-06-15T21:28:03.483005
150,fa_camp_0011,2025-06-07,3873,35,19.74,2,1217.04,301,26,9,0,0,18,2025-06-15T21:28:03.483011
151,fa_camp_0011,2025-06-08,2694,42,34.4,6,5409.3,238,17,6,0,0,9,2025-06-15T21:28:03.483017
152,fa_camp_0011,2025-06-09,4051,51,12.66,12,4552.18,252,27,9,0,0,13,2025-06-15T21:28:03.483023
153,fa_camp_0011,2025-06-10,3677,51,28.27,10,2481.53,380,7,1,0,0,22,2025-06-15T21:28:03.483029
154,fa_camp_0011,2025-06-11,1503,34,19.02,4,5690.68,310,6,4,0,0,15,2025-06-15T21:28:03.483035
155,fa_camp_0012,2025-05-28,2228,65,204.54,6,2640.27,366,17,13,0,588,18,2025-06-15T21:28:03.483048
156,fa_camp_0012,2025-05-29,2232,67,293.64,7,610.29,226,12,11,0,973,35,2025-06-15T21:28:03.483057
157,fa_camp_0012,2025-05-30,2693,70,244.87,6,2527.63,314,16,13,0,1082,33,2025-06-15T21:28:03.483064
158,fa_camp_0012,2025-05-31,3299,65,179.45,4,1921.32,295,12,13,0,892,31,2025-06-15T21:28:03.483070
159,fa_camp_0012,2025-06-01,1990,96,104.2,9,645.73,180,10,3,0,893,31,2025-06-15T21:28:03.483076
160,fa_camp_0012,2025-06-02,1204,111,174.26,4,1136.49,134,19,3,0,704,45,2025-06-15T21:28:03.483083
161,fa_camp_0012,2025-06-03,3342,70,164.68,7,1531.95,185,3,12,0,919,20,2025-06-15T21:28:03.483089
162,fa_camp_0012,2025-06-04,1915,117,204.76,4,1105.99,207,3,10,0,989,24,2025-06-15T21:28:03.483096
163,fa_camp_0012,2025-06-05,2813,53,129.74,8,958.55,217,19,2,0,618,26,2025-06-15T21:28:03.483102
164,fa_camp_0012,2025-06-06,1187,64,107.87,9,1186.65,134,10,14,0,1292,41,2025-06-15T21:28:03.483111
165,fa_camp_0012,2025-06-07,3262,75,102.2,8,1314.86,201,10,6,0,679,36,2025-06-15T21:28:03.483117
166,fa_camp_0012,2025-06-08,2794,61,198.14,4,1628.01,374,19,2,0,580,24,2025-06-15T21:28:03.483124
167,fa_camp_0012,2025-06-09,3345,92,116.12,6,1119.48,268,14,12,0,839,28,2025-06-15T21:28:03.483132
168,fa_camp_0012,2025-06-10,2789,158,293.91,2,2036.36,356,9,6,0,1268,41,2025-06-15T21:28:03.483139
169,fa_camp_0013,2025-04-15,3418,98,228.08,8,4201.16,301,17,6,0,0,46,2025-06-15T21:28:03.483644
170,fa_camp_0013,2025-04-16,1900,166,235.77,17,5422.39,341,24,6,0,0,37,2025-06-15T21:28:03.483651
171,fa_camp_0013,2025-04-17,4270,75,318.59,10,5297.25,278,29,20,0,0,27,2025-06-15T21:28:03.483657
172,fa_camp_0013,2025-04-18,3415,96,124.71,16,2991.02,309,25,16,0,0,44,2025-06-15T21:28:03.483663
173,fa_camp_0013,2025-04-19,3070,94,358.76,7,6113.39,415,24,13,0,0,53,2025-06-15T21:28:03.483669
174,fa_camp_0013,2025-04-20,3458,154,134.81,4,4306.98,524,31,19,0,0,40,2025-06-15T21:28:03.483676
175,fa_camp_0013,2025-04-21,4525,116,154.09,18,4998.97,246,17,24,0,0,36,2025-06-15T21:28:03.483682
176,fa_camp_0013,2025-04-22,1712,169,337.64,12,1243.24,540,28,14,0,0,49,2025-06-15T21:28:03.483688
177,fa_camp_0013,2025-04-23,4421,116,294.76,14,1665.58,338,13,5,0,0,55,2025-06-15T21:28:03.483694
178,fa_camp_0013,2025-04-24,2603,155,150.78,16,3193.14,338,8,8,0,0,45,2025-06-15T21:28:03.483700
179,fa_camp_0013,2025-04-25,4282,181,160.01,14,3057.94,603,32,22,0,0,52,2025-06-15T21:28:03.483706
180,fa_camp_0013,2025-04-26,4732,133,332.71,15,6175.79,466,21,28,0,0,56,2025-06-15T21:28:03.483712
181,fa_camp_0013,2025-04-27,4380,199,325.59,7,1576.44,253,27,20,0,0,51,2025-06-15T21:28:03.483718
182,fa_camp_0013,2025-04-28,3609,172,286.05,4,3906.97,440,8,28,0,0,22,2025-06-15T21:28:03.483724
183,fa_camp_0014,2025-04-17,1278,96,29.93,4,1126.74,141,2,8,0,272,27,2025-06-15T21:28:03.483737
184,fa_camp_0014,2025-04-18,891,47,30.87,5,548.7,110,3,1,0,325,11,2025-06-15T21:28:03.483744
185,fa_camp_0014,2025-04-19,1158,69,29.19,3,1452.34,158,6,2,0,367,17,2025-06-15T21:28:03.483750
186,fa_camp_0014,2025-04-20,1318,48,45.44,3,1728.37,163,5,2,0,611,28,2025-06-15T21:28:03.483757
187,fa_camp_0014,2025-04-21,1257,40,25.35,3,425.49,100,3,5,0,641,27,2025-06-15T21:28:03.483763
188,fa_camp_0014,2025-04-22,1433,60,30.71,5,927.72,113,1,4,0,398,10,2025-06-15T21:28:03.483769
189,fa_camp_0014,2025-04-23,747,61,25.79,2,849.2,63,5,3,0,478,18,2025-06-15T21:28:03.483775
190,fa_camp_0014,2025-04-24,659,49,25.84,4,651.91,134,5,5,0,435,12,2025-06-15T21:28:03.483781
191,fa_camp_0014,2025-04-25,689,47,35.79,1,460.9,67,2,6,0,573,16,2025-06-15T21:28:03.483788
192,fa_camp_0014,2025-04-26,1449,60,33.57,2,1592.32,170,4,2,0,409,25,2025-06-15T21:28:03.483794
193,fa_camp_0014,2025-04-27,1474,59,24.41,5,1041.81,76,2,4,0,280,20,2025-06-15T21:28:03.483800
194,fa_camp_0014,2025-04-28,610,78,27.68,5,722.67,82,4,3,0,603,28,2025-06-15T21:28:03.483806
195,fa_camp_0014,2025-04-29,1370,49,49.85,4,1286.53,91,2,2,0,626,22,2025-06-15T21:28:03.483812
196,fa_camp_0014,2025-04-30,1536,48,18.7,5,1576.32,59,3,1,0,245,23,2025-06-15T21:28:03.483820
197,fa_camp_0015,2025-05-02,1500,167,173.44,17,3688.36,120,9,12,0,933,38,2025-06-15T21:28:03.483833
198,fa_camp_0015,2025-05-03,2338,163,108.93,21,2604.49,107,22,11,0,1291,24,2025-06-15T21:28:03.483840
199,fa_camp_0015,2025-05-04,2536,162,233.28,8,1782.36,120,16,2,0,1166,39,2025-06-15T21:28:03.483847
200,fa_camp_0015,2025-05-05,3713,161,117.07,20,4588.73,203,22,5,0,995,23,2025-06-15T21:28:03.483853
201,fa_camp_0015,2025-05-06,3784,184,188.27,16,2651.18,152,7,10,0,943,50,2025-06-15T21:28:03.483860
202,fa_camp_0015,2025-05-07,3252,140,164.78,10,3497.73,194,6,15,0,1545,30,2025-06-15T21:28:03.483866
203,fa_camp_0015,2025-05-08,3821,177,192.55,22,3401.67,131,22,8,0,1234,55,2025-06-15T21:28:03.483872
204,fa_camp_0015,2025-05-09,1986,165,135.35,17,4282.46,280,15,3,0,865,23,2025-06-15T21:28:03.483879
205,fa_camp_0015,2025-05-10,3160,220,171.55,24,3326.03,192,23,10,0,974,57,2025-06-15T21:28:03.483885
206,fa_camp_0015,2025-05-11,3441,88,251.29,20,2017.03,105,17,14,0,1054,61,2025-06-15T21:28:03.483891
207,fa_camp_0015,2025-05-12,1617,159,205.25,20,4529.64,100,10,5,0,787,38,2025-06-15T21:28:03.483897
208,fa_camp_0015,2025-05-13,2812,182,109.17,19,832.88,167,13,8,0,868,35,2025-06-15T21:28:03.483904
209,fa_camp_0015,2025-05-14,2751,149,107.97,11,1667.58,169,13,8,0,695,61,2025-06-15T21:28:03.483910
210,fa_camp_0015,2025-05-15,3824,75,102.07,24,2985.13,183,11,6,0,986,62,2025-06-15T21:28:03.483916
211,fa_camp_0016,2025-05-09,1579,141,218.3,13,1282.21,89,7,2,0,0,19,2025-06-15T21:28:03.483929
212,fa_camp_0016,2025-05-10,1421,94,152.68,12,2246.37,164,3,11,0,0,25,2025-06-15T21:28:03.483935
213,fa_camp_0016,2025-05-11,1549,145,111.03,8,2488.78,146,10,8,0,0,20,2025-06-15T21:28:03.483942
214,fa_camp_0016,2025-05-12,1898,138,169.72,3,1916.99,212,5,9,0,0,21,2025-06-15T21:28:03.483948
215,fa_camp_0016,2025-05-13,1134,106,278.34,3,3884.55,193,12,4,0,0,35,2025-06-15T21:28:03.483954
216,fa_camp_0016,2025-05-14,2240,103,130.37,10,3112.62,230,5,9,0,0,15,2025-06-15T21:28:03.483960
217,fa_camp_0016,2025-05-15,1015,51,110.25,4,3254.39,154,2,2,0,0,43,2025-06-15T21:28:03.483966
218,fa_camp_0016,2025-05-16,825,93,288.57,3,4510.61,152,10,3,0,0,44,2025-06-15T21:28:03.483972
219,fa_camp_0016,2025-05-17,2084,68,279.95,14,1741.84,183,10,4,0,0,42,2025-06-15T21:28:03.483978
220,fa_camp_0016,2025-05-18,1542,103,300.55,7,3974.68,137,8,3,0,0,35,2025-06-15T21:28:03.483984
221,fa_camp_0016,2025-05-19,992,107,231.91,12,1249.37,173,8,5,0,0,18,2025-06-15T21:28:03.483990
222,fa_camp_0016,2025-05-20,2141,57,144.71,10,1292.36,173,3,10,0,0,20,2025-06-15T21:28:03.483996
223,fa_camp_0016,2025-05-21,2317,119,128.07,13,4070.08,160,4,6,0,0,29,2025-06-15T21:28:03.484002
224,fa_camp_0016,2025-05-22,1697,124,114.24,7,1671.46,210,3,8,0,0,17,2025-06-15T21:28:03.484008
